delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_time_hours,customer_id,promised_window_hours,pickup_zone,dropoff_zone,delay_flag,has_complaint,has_incident
DL00330,O00246,D049,V026,H04,2024-12-14 03:40:00,,Failed,15.83,1,0,2.59,16.95,0.0,C0023,4,East,Riverside,False,0.0,0.0
DL00331,O01059,D005,V036,H07,2025-11-23 22:50:00,,OnTime,12.94,2,0,3.72,15.48,0.0,C0107,6,East,East,False,0.0,1.0
DL00332,O00949,D121,V088,H06,2025-04-15 19:23:00,,Delayed,5.96,1,0,3.42,9.99,0.0,C0023,24,West,West,False,0.0,0.0
DL00333,O00930,D119,V063,H06,2025-08-20 08:58:00,2026-05-14 13:51:00,Delayed,21.85,0,0,1.76,16.51,6412.88,C0370,4,Ctr,Riverside,True,0.0,0.0
DL00334,O00925,D018,V093,H03,2024-11-15 22:49:00,2026-05-14 18:42:00,Failed,17.65,0,1,3.01,12.27,13075.88,C0530,12,South,Airport,True,0.0,0.0
DL00335,O00347,D082,V069,H05,2025-09-01 08:39:00,,OnTime,12.56,0,0,4.4,15.64,0.0,C0004,12,South,South,False,0.0,0.0
DL00336,O00891,D076,V071,H03,2025-02-21 18:25:00,,OnTime,6.82,1,0,3.73,6.0,0.0,C0449,2,Ctr,Airport,False,0.0,1.0
DL00337,O00659,D116,V100,H06,2024-11-14 19:53:00,,OnTime,23.37,1,0,4.48,14.95,0.0,C0002,12,South,North,False,0.0,0.0
DL00338,O00331,D085,V053,H05,2024-02-23 09:42:00,,OnTime,12.27,2,0,4.32,14.93,0.0,C0399,6,Riverside,East,False,0.0,0.0
DL00339,O00593,D073,V111,H04,2025-06-22 11:57:00,,Delayed,4.33,0,0,1.57,12.76,0.0,C0406,1,Central,Riverside,False,0.0,1.0
DL00340,O00435,D086,V024,H05,2024-09-19 13:43:00,,OnTime,22.6,0,0,3.8,20.75,0.0,C0102,4,South,Ctr,False,0.0,0.0
DL00341,O01203,D050,V037,H07,2024-11-13 21:57:00,,OnTime,2.78,0,0,3.72,12.39,0.0,C0445,24,West,Riverside,False,0.0,1.0
DL00342,O00123,D028,V090,H08,2024-07-14 07:47:00,2026-05-14 17:08:54,Failed,6.8,0,0,2.47,8.94,16065.36,C0649,2,West,East,True,0.0,0.0
DL00343,O00505,D015,V012,H04,2025-03-29 21:38:00,,OnTime,34.31,1,0,2.98,15.09,0.0,C0319,12,Airport,West,False,0.0,0.0
DL00344,O00238,D164,V081,H02,2024-08-28 12:22:00,,OnTime,11.63,0,0,5.0,11.55,0.0,C0141,4,South,West,False,0.0,0.0
DL00345,O01175,D036,V007,H06,2024-11-04 13:11:00,,OnTime,8.75,1,0,4.22,2.72,0.0,C0623,24,West,Airport,False,0.0,0.0
DL00346,O00614,D097,V060,H03,2025-02-06 00:08:00,2026-05-14 06:08:36,OnTime,15.26,1,0,3.93,14.52,11094.01,C0393,2,West,Riverside,True,0.0,0.0
DL00347,O00343,D026,V030,H03,2024-12-09 02:01:00,,Delayed,15.62,0,1,3.94,18.0,0.0,C0184,2,Ctr,South,False,0.0,1.0
DL00348,O00754,D098,V062,H01,2024-10-07 23:24:00,2026-05-14 07:55:36,Delayed,2.21,4,0,2.89,13.34,14000.53,C0479,4,Central,Airport,True,0.0,1.0
DL00349,O00231,D016,V042,H07,2024-12-16 02:23:00,,Delayed,15.82,0,0,2.75,11.11,0.0,C0250,6,East,South,False,1.0,0.0
DL00350,O01209,D019,V017,H06,2025-06-14 03:56:00,,Failed,13.23,1,0,3.05,11.77,0.0,C0182,2,Riverside,Central,False,0.0,0.0
DL00351,O00069,D142,V050,H07,2024-05-19 21:58:00,,OnTime,33.129999999999995,0,0,4.53,22.56,0.0,C0369,12,Airport,Riverside,False,0.0,0.0
DL00352,O00989,D133,V112,H05,2024-03-08 14:47:00,2026-05-14 10:35:18,Failed,9.57,0,0,2.25,15.47,19123.8,C0351,1,North,Central,True,1.0,0.0
DL00353,O00159,D018,V014,H03,2024-09-14 23:08:00,,OnTime,4.49,0,0,3.9,6.4,0.0,C0505,12,North,South,False,0.0,0.0
DL00354,O00776,D014,V034,H04,2025-03-03 01:09:00,,OnTime,10.43,0,0,4.54,9.64,0.0,C0571,4,Riverside,East,False,1.0,0.0
DL00355,O00561,D162,V106,H07,2025-06-02 10:12:00,,Delayed,7.43,1,0,3.96,12.85,0.0,C0595,4,Central,Airport,False,1.0,0.0
DL00356,O01181,D031,V118,H04,2024-02-24 01:34:00,2026-05-14 12:32:18,OnTime,13.12,0,0,4.84,6.12,19450.97,C0346,6,West,East,True,1.0,0.0
DL00357,O00235,D134,V030,H08,2025-12-22 12:39:00,2026-05-14 10:03:06,Delayed,14.75,1,0,3.27,7.91,3429.4,C0502,2,Ctr,Central,True,0.0,0.0
DL00358,O00497,D022,V005,H02,2025-11-22 01:45:00,2026-05-14 04:47:18,Delayed,19.28,1,0,3.57,14.5,4155.04,C0631,12,South,Ctr,True,0.0,1.0
DL00359,O00654,D068,V057,H01,2025-06-18 22:44:00,2026-05-14 19:56:06,Delayed,18.71,1,1,2.94,15.84,7917.2,C0617,24,Ctr,Airport,True,1.0,0.0
DL00360,O00595,D100,V062,H02,2024-03-05 07:09:00,,Delayed,12.5,1,0,2.59,21.14,0.0,C0377,12,South,Airport,False,0.0,0.0
DL00361,O00377,D007,V051,H07,2024-07-22 23:59:00,2026-05-14 06:00:24,OnTime,25.24,0,0,4.4,13.28,15846.02,C0131,12,Airport,East,True,0.0,0.0
DL00362,O00460,D156,V012,H04,2024-12-09 18:44:00,,OnTime,6.09,0,0,3.51,8.56,0.0,C0097,4,Central,North,False,0.0,0.0
DL00363,O00710,D069,V090,H07,2025-02-17 14:58:00,,OnTime,19.08,1,0,5.0,17.76,0.0,C0322,6,South,South,False,0.0,0.0
DL00364,O00277,D056,V014,H04,2024-01-14 01:45:00,2026-05-14 12:31:54,OnTime,23.79,1,0,3.98,11.43,20434.78,C0329,6,West,Central,True,0.0,1.0
DL00365,O00861,D064,V012,H01,2025-09-05 09:13:00,,OnTime,10.33,0,0,4.19,9.22,0.0,C0265,2,East,Central,False,0.0,1.0
DL00366,O00910,D146,V095,H06,2025-07-24 04:05:00,,OnTime,17.03,0,0,3.63,18.63,0.0,C0465,6,North,North,False,1.0,1.0
DL00367,O00575,D128,V106,H02,2025-08-15 07:04:00,2026-05-14 10:40:18,Delayed,3.02,0,0,2.94,16.73,6531.6,C0179,12,Riverside,Riverside,True,0.0,0.0
DL00368,O00474,D147,V067,H01,2025-03-22 20:07:00,2026-05-14 20:56:24,OnTime,35.4,2,0,3.94,18.88,10032.82,C0029,2,Airport,Central,True,0.0,0.0
DL00369,O00366,D011,V044,H05,2024-02-12 22:37:00,2026-05-14 15:16:30,Delayed,13.48,0,0,1.44,12.48,19720.66,C0592,24,Central,South,True,0.0,1.0
DL00370,O00902,D131,V021,H05,2024-09-22 21:11:00,2026-05-14 17:24:18,Delayed,1.87,3,0,1.24,10.71,14372.22,C0309,6,East,West,True,1.0,0.0
DL00371,O01079,D158,V069,H03,2024-03-31 08:45:00,2026-05-14 18:08:42,OnTime,17.43,0,0,3.57,10.98,18585.4,C0017,24,South,Riverside,True,0.0,1.0
DL00372,O00300,D087,V090,H02,2024-04-02 01:57:00,,OnTime,6.81,0,0,4.87,8.41,0.0,C0512,4,Riverside,South,False,1.0,0.0
DL00373,O00282,D058,V081,H05,2024-01-20 06:39:00,,Delayed,11.36,0,1,4.04,23.6,0.0,C0630,6,South,West,False,1.0,1.0
DL00374,O00841,D090,V061,H01,2025-09-26 21:47:00,2026-05-14 08:21:36,OnTime,23.47,5,0,3.73,14.32,5506.58,C0132,6,Airport,South,True,0.0,0.0
DL00375,O00466,D102,V021,H05,2024-01-07 05:49:00,2026-05-14 01:08:54,OnTime,22.12,1,0,4.22,17.86,20587.33,C0028,6,West,Airport,True,0.0,0.0
DL00376,O01104,D090,V114,H04,2024-09-21 17:50:00,,OnTime,6.72,0,0,4.51,5.92,0.0,C0480,12,East,Riverside,False,1.0,1.0
DL00377,O00510,D075,V113,H07,2024-11-23 00:12:00,,Failed,5.45,4,0,2.23,10.45,0.0,C0477,4,West,West,False,0.0,0.0
DL00378,O00070,D111,V037,H02,2025-05-13 23:09:00,,Failed,7.92,0,0,2.14,7.93,0.0,C0125,4,Ctr,Airport,False,0.0,1.0
DL00379,O01127,D018,V020,H02,2024-03-17 03:56:00,,OnTime,17.4,1,0,3.6,14.92,0.0,C0296,1,Riverside,Central,False,0.0,0.0
DL00380,O00120,D130,V106,H01,2024-06-16 04:55:00,2026-05-14 04:33:06,OnTime,39.900000000000006,2,0,3.71,19.33,16727.63,C0182,6,Airport,North,True,0.0,0.0
DL00381,O00488,D015,V005,H05,2025-08-29 19:57:00,,OnTime,11.24,0,0,5.0,10.97,0.0,C0050,4,North,South,False,0.0,0.0
DL00382,O00141,D163,V021,H02,2024-12-05 21:45:00,,OnTime,7.31,0,0,4.39,11.68,0.0,C0605,1,North,South,False,0.0,1.0
DL00383,O00846,D057,V017,H08,2025-07-27 23:24:00,2026-05-14 19:36:18,Delayed,9.53,1,1,2.92,9.76,6980.2,C0372,2,East,East,True,0.0,0.0
DL00384,O00618,D017,V054,H05,2025-11-19 13:06:00,,Failed,14.52,4,0,2.82,10.94,0.0,C0581,12,Central,South,False,1.0,0.0
DL00385,O00617,D123,V086,H08,2024-03-30 09:37:00,2026-05-14 15:11:00,OnTime,17.51,1,0,4.44,14.04,18605.57,C0352,1,Central,Riverside,True,0.0,0.0
DL00386,O00135,D144,V002,H05,2025-04-25 03:12:00,,Failed,1.21,1,0,3.35,13.97,0.0,C0364,24,Riverside,North,False,0.0,0.0
DL00387,O00274,D016,V017,H01,2025-10-03 21:33:00,,Failed,11.96,0,0,2.85,11.86,0.0,C0086,24,North,West,False,0.0,0.0
DL00388,O00886,D088,V086,H05,2024-12-11 11:37:00,2026-05-14 15:40:18,OnTime,10.71,1,0,4.64,9.36,12460.06,C0618,1,East,Central,True,1.0,1.0
DL00389,O00649,D054,V065,H01,2025-03-02 03:12:00,,OnTime,12.41,1,0,4.57,12.55,0.0,C0361,4,East,Riverside,False,0.0,0.0
DL00390,O01242,D013,V052,H02,2025-09-08 23:34:00,,OnTime,12.86,0,0,4.75,11.06,0.0,C0550,1,Ctr,Riverside,False,0.0,0.0
DL00391,O00242,D119,V060,H06,2024-11-05 05:50:00,2026-05-14 19:49:42,OnTime,20.65,0,0,3.63,15.9,13334.0,C0587,1,Ctr,West,True,0.0,1.0
DL00392,O00832,D063,V021,H04,2024-06-06 15:50:00,,Delayed,4.77,1,1,1.15,12.67,0.0,C0436,6,Central,Airport,False,1.0,0.0
DL00393,O01128,D108,V060,H04,2024-03-12 19:57:00,,Failed,13.97,1,0,3.11,5.79,0.0,C0588,6,West,Airport,False,0.0,0.0
DL00394,O00718,D145,V079,H02,2025-02-27 04:58:00,2026-05-14 05:30:24,OnTime,15.43,0,0,4.14,8.78,10584.54,C0533,2,West,Airport,True,0.0,0.0
DL00395,O00219,D012,V072,H06,2024-05-30 02:33:00,2026-05-14 15:54:24,OnTime,10.75,0,0,4.29,6.99,17149.36,C0421,2,East,South,True,1.0,0.0
DL00396,O01093,D105,V063,H06,2024-10-30 00:23:00,,OnTime,14.79,2,0,4.55,21.09,0.0,C0205,12,Riverside,West,False,0.0,0.0
DL00397,O01199,D125,V049,H04,2024-03-10 16:57:00,2026-05-14 12:57:06,Delayed,10.5,2,0,4.61,9.36,19076.0,C0225,1,Ctr,West,True,0.0,1.0
DL00398,O00671,D106,V099,H05,2025-01-24 17:36:00,,Delayed,1.2,1,0,3.08,9.73,0.0,C0111,1,North,North,False,0.0,0.0
DL00399,O00966,D129,V107,H08,2025-04-17 00:14:00,,Delayed,5.64,1,0,2.38,12.78,0.0,C0568,12,Ctr,Central,False,0.0,0.0
DL00400,O00867,D165,V037,H06,2024-02-01 22:23:00,,Failed,25.59,2,0,2.48,16.84,0.0,C0313,6,Riverside,Ctr,False,0.0,0.0
DL00401,O00870,D067,V009,H08,2024-10-27 15:49:00,,OnTime,10.23,0,0,4.47,6.79,0.0,C0092,12,South,Airport,False,1.0,0.0
DL00402,O00539,D037,V005,H03,2024-12-04 02:08:00,2026-05-14 09:15:42,OnTime,10.83,0,0,5.0,9.69,12631.13,C0098,6,Ctr,East,True,0.0,1.0
DL00403,O00044,D131,V092,H07,2025-11-02 10:07:00,,OnTime,11.6,1,0,4.58,13.74,0.0,C0227,4,West,Riverside,False,0.0,1.0
DL00404,O00502,D049,V025,H02,2024-04-03 03:48:00,,OnTime,7.84,0,0,3.14,11.38,0.0,C0169,4,Riverside,South,False,0.0,1.0
DL00405,O00684,D052,V116,H01,2024-11-24 16:21:00,2026-05-14 22:51:00,OnTime,12.83,0,0,4.04,16.99,12870.5,C0064,24,Central,Airport,True,0.0,0.0
DL00406,O00720,D126,V006,H01,2024-08-29 21:02:00,,OnTime,29.85,1,0,5.0,15.78,0.0,C0140,2,Airport,Airport,False,1.0,0.0
DL00407,O00598,D010,V068,H06,2025-10-29 01:00:00,,OnTime,6.92,0,0,4.04,10.86,0.0,C0621,24,Riverside,Ctr,False,0.0,0.0
DL00408,O01019,D071,V057,H08,2024-04-16 01:49:00,,OnTime,8.49,0,0,3.3,8.4,0.0,C0626,4,West,East,False,0.0,0.0
DL00409,O00348,D047,V094,H04,2025-03-17 00:31:00,,OnTime,8.1,0,0,2.89,10.1,0.0,C0372,2,North,South,False,1.0,0.0
DL00410,O00249,D042,V004,H05,2024-11-07 21:14:00,,Delayed,5.13,3,0,4.44,9.64,0.0,C0566,2,Central,West,False,1.0,0.0
DL00411,O00108,D122,V065,H01,2024-11-30 15:03:00,,OnTime,11.22,0,0,4.68,5.75,0.0,C0046,12,West,East,False,0.0,0.0
DL00412,O00156,D025,V114,H02,2024-04-24 08:07:00,,OnTime,8.68,0,0,4.63,8.76,0.0,C0035,6,West,North,False,0.0,0.0
DL00413,O01077,D046,V035,H01,2024-08-30 00:32:00,,Failed,6.34,1,0,4.22,10.75,0.0,C0021,4,North,Riverside,False,0.0,1.0
DL00414,O00704,D002,V083,H02,2024-03-12 18:01:00,,OnTime,8.47,1,0,5.0,14.75,0.0,C0031,4,North,North,False,0.0,1.0
DL00415,O01145,D116,V031,H03,2024-02-22 02:27:00,,OnTime,13.31,0,0,4.23,10.05,0.0,C0548,24,East,North,False,0.0,0.0
DL00416,O00293,D067,V059,H04,2025-04-09 18:24:00,2026-05-14 16:42:36,OnTime,4.61,1,0,4.01,10.53,9598.31,C0165,6,Ctr,East,True,0.0,0.0
DL00417,O00615,D054,V085,H04,2025-02-08 21:37:00,2026-05-14 17:10:48,OnTime,13.05,0,0,4.08,18.58,11035.56,C0295,1,West,West,True,0.0,1.0
DL00418,O00075,D167,V019,H06,2024-11-02 06:29:00,,OnTime,4.73,1,0,5.0,10.5,0.0,C0026,2,North,East,False,0.0,1.0
DL00419,O00782,D043,V109,H06,2024-04-17 03:24:00,,OnTime,12.37,0,0,5.0,12.37,0.0,C0610,2,South,South,False,1.0,0.0
DL00420,O00412,D093,V078,H05,2024-10-08 14:08:00,2026-05-14 14:08:36,OnTime,10.0,0,0,4.12,9.3,13992.01,C0601,6,North,Airport,True,0.0,0.0
DL00421,O00286,D026,V039,H02,2025-07-05 22:02:00,2026-05-14 09:23:06,OnTime,17.73,1,0,4.49,8.92,7499.35,C0402,6,West,East,True,0.0,1.0
DL00422,O01178,D135,V066,H01,2024-01-13 23:04:00,,OnTime,14.18,0,0,4.88,10.37,0.0,C0362,4,West,Riverside,False,0.0,0.0
DL00423,O01245,D113,V110,H05,2025-10-05 16:04:00,,OnTime,22.08,1,0,4.11,10.84,0.0,C0237,2,Airport,Airport,False,0.0,1.0
DL00424,O00503,D061,V007,H08,2024-08-18 00:53:00,,OnTime,8.14,1,0,5.0,14.49,0.0,C0242,6,Central,Riverside,False,0.0,0.0
DL00425,O00564,D070,V090,H04,2024-09-03 00:37:00,,OnTime,13.09,1,0,4.82,4.86,0.0,C0535,12,North,Ctr,False,0.0,0.0
DL00426,O00814,D150,V053,H05,2025-03-26 04:54:00,,OnTime,12.88,1,0,4.57,19.14,0.0,C0464,12,East,Riverside,False,1.0,0.0
DL00427,O00414,D165,V058,H07,2025-04-05 22:47:00,,OnTime,9.53,0,0,3.92,9.98,0.0,C0023,6,South,West,False,1.0,0.0
DL00428,O00496,D109,V073,H07,2024-06-17 16:14:00,2026-05-14 20:06:42,OnTime,10.72,0,0,4.32,7.53,16707.88,C0627,4,South,Airport,True,1.0,0.0
DL00429,O00738,D030,V021,H07,2024-11-28 07:27:00,,Delayed,41.94,3,1,2.92,21.55,0.0,C0354,2,Airport,West,False,0.0,0.0
DL00430,O00779,D025,V065,H01,2025-07-25 14:03:00,,OnTime,12.92,0,0,5.0,11.78,0.0,C0397,24,Riverside,Ctr,False,0.0,0.0
DL00431,O00737,D164,V082,H01,2024-03-14 04:04:00,,OnTime,10.56,1,0,4.7,16.33,0.0,C0368,2,Central,Central,False,1.0,0.0
DL00432,O00658,D119,V011,H05,2025-07-24 13:29:00,2026-05-14 07:11:18,Failed,14.42,0,0,4.06,19.62,7049.7,C0533,12,North,North,True,0.0,0.0
DL00433,O00148,D133,V056,H01,2025-04-03 23:41:00,,OnTime,14.34,2,0,2.92,12.9,0.0,C0401,2,East,East,False,0.0,0.0
DL00434,O00395,D031,V063,H04,2024-09-28 10:53:00,2026-05-14 08:55:30,Delayed,16.69,0,1,3.34,16.51,14230.04,C0060,1,West,East,True,0.0,1.0
DL00435,O00198,D129,V087,H08,2024-09-13 18:46:00,,OnTime,10.63,0,0,5.0,4.82,0.0,C0487,2,West,Central,False,0.0,1.0
DL00436,O01063,D034,V076,H04,2024-07-27 22:20:00,2026-05-14 09:31:42,OnTime,9.89,0,0,4.0,12.8,15731.2,C0054,12,East,Riverside,True,1.0,0.0
DL00437,O01223,D167,V120,H05,2025-01-11 00:36:00,2026-05-14 06:30:06,OnTime,13.43,0,0,4.8,11.05,11717.9,C0522,12,East,Riverside,True,0.0,0.0
DL00438,O00992,D083,V078,H04,2024-03-08 16:52:00,,Failed,27.82,1,0,3.12,15.69,0.0,C0438,4,Ctr,South,False,0.0,0.0
DL00439,O00983,D117,V026,H07,2024-08-20 00:58:00,2026-05-14 12:47:24,Delayed,13.81,1,1,3.68,19.27,15179.82,C0538,4,Central,North,True,0.0,0.0
DL00440,O00758,D028,V046,H03,2024-02-26 13:10:00,2026-05-14 13:07:30,Delayed,10.74,4,0,3.54,9.77,19391.96,C0359,6,East,West,True,0.0,0.0
DL00441,O00014,D141,V068,H01,2024-08-25 12:01:00,2026-05-14 01:44:24,OnTime,8.82,0,0,4.7,7.36,15037.72,C0318,6,Ctr,Ctr,True,0.0,0.0
DL00442,O01090,D150,V099,H02,2025-09-11 20:27:00,,OnTime,8.63,1,0,4.98,6.69,0.0,C0414,24,South,Airport,False,0.0,0.0
DL00443,O01170,D070,V097,H06,2024-01-01 08:44:00,2026-05-14 11:11:36,OnTime,3.65,0,0,3.34,12.85,20738.46,C0321,6,Ctr,West,True,0.0,1.0
DL00444,O01221,D017,V109,H05,2024-04-13 09:44:00,,Failed,11.43,0,0,3.0,9.78,0.0,C0243,4,East,Ctr,False,0.0,0.0
DL00445,O00055,D074,V008,H03,2025-05-31 02:19:00,,Delayed,37.02,0,0,3.55,21.88,0.0,C0454,2,Airport,Riverside,False,1.0,0.0
DL00446,O00903,D002,V069,H07,2025-10-21 01:25:00,2026-05-14 22:35:18,Delayed,8.25,1,0,2.26,10.76,4941.17,C0380,4,Ctr,East,True,0.0,1.0
DL00447,O00812,D070,V043,H01,2025-04-12 19:06:00,2026-05-14 08:07:54,OnTime,9.36,1,0,4.55,9.47,9517.03,C0219,24,West,Airport,True,0.0,1.0
DL00448,O01033,D101,V108,H03,2024-08-30 13:56:00,,OnTime,11.14,0,0,4.65,14.25,0.0,C0234,1,West,Central,False,0.0,1.0
DL00449,O00454,D047,V025,H07,2025-04-15 03:39:00,,OnTime,14.65,0,0,4.58,12.62,0.0,C0251,12,West,North,False,0.0,0.0
DL00450,O01161,D049,V108,H06,2025-05-17 04:32:00,,Failed,10.61,1,0,3.99,12.55,0.0,C0359,4,Riverside,North,False,0.0,0.0
DL00451,O01188,D145,V114,H01,2024-06-25 12:25:00,,OnTime,11.19,0,0,3.58,14.22,0.0,C0291,1,Ctr,West,False,0.0,0.0
DL00452,O00468,D125,V051,H01,2024-03-29 12:52:00,2026-05-14 01:48:48,OnTime,8.52,1,0,3.65,12.49,18612.95,C0062,2,East,South,True,1.0,0.0
DL00453,O00248,D130,V007,H06,2024-03-22 18:52:00,,OnTime,11.9,1,0,4.04,8.88,0.0,C0153,4,South,Airport,False,0.0,0.0
DL00454,O00408,D102,V088,H04,2024-09-14 14:20:00,2026-05-14 01:49:42,OnTime,8.57,0,0,3.94,18.59,14555.5,C0446,24,North,West,True,0.0,0.0
DL00455,O00914,D094,V098,H01,2024-04-12 08:41:00,,OnTime,10.3,1,0,4.14,7.0,0.0,C0258,6,South,North,False,0.0,1.0
DL00456,O00157,D037,V035,H02,2024-09-16 20:38:00,,OnTime,26.36,0,0,4.83,10.84,0.0,C0513,2,Airport,North,False,0.0,1.0
DL00457,O00092,D110,V099,H06,2025-04-24 17:52:00,,OnTime,14.85,2,0,4.55,10.8,0.0,C0268,6,South,East,False,0.0,0.0
DL00458,O00172,D109,V119,H05,2025-01-17 19:21:00,2026-05-14 08:30:24,Delayed,6.39,0,0,3.34,10.15,11557.16,C0343,4,East,West,True,0.0,0.0
DL00459,O00831,D005,V084,H01,2025-02-27 09:04:00,,Failed,9.02,2,0,2.73,7.17,0.0,C0560,4,Riverside,Central,False,1.0,0.0
DL00460,O00522,D026,V103,H05,2024-02-09 11:26:00,,OnTime,14.04,1,0,3.86,13.03,0.0,C0594,24,Riverside,Central,False,0.0,0.0
DL00461,O00862,D089,V006,H08,2025-01-29 15:08:00,,OnTime,18.99,0,0,4.06,16.11,0.0,C0599,4,East,North,False,0.0,0.0
DL00462,O00099,D131,V058,H04,2025-10-04 22:47:00,2026-05-14 13:05:36,OnTime,16.049999999999997,4,0,4.99,15.19,5318.31,C0079,12,Airport,East,True,0.0,0.0
DL00463,O00271,D102,V023,H07,2025-09-17 00:16:00,2026-05-14 09:39:54,OnTime,8.97,0,0,3.56,12.95,5745.4,C0381,4,West,Ctr,True,1.0,1.0
DL00464,O01124,D017,V016,H04,2024-05-02 17:53:00,,OnTime,16.51,0,0,3.76,9.45,0.0,C0015,4,Riverside,South,False,1.0,1.0
DL00465,O00820,D080,V074,H08,2024-05-01 18:26:00,,OnTime,11.27,0,0,4.84,13.89,0.0,C0121,6,Riverside,North,False,0.0,0.0
DL00466,O00183,D098,V007,H01,2024-09-02 14:06:00,,OnTime,3.81,0,0,5.0,10.68,0.0,C0102,4,South,Riverside,False,0.0,0.0
DL00467,O00511,D078,V067,H05,2024-06-06 11:55:00,,OnTime,14.94,1,0,3.76,7.49,0.0,C0119,24,West,West,False,1.0,0.0
DL00468,O00519,D150,V022,H03,2025-04-20 06:37:00,2026-05-14 10:00:00,OnTime,19.78,0,0,3.78,19.89,9339.38,C0437,2,South,Riverside,True,0.0,1.0
DL00469,O00458,D027,V042,H03,2025-04-10 03:03:00,2026-05-14 15:10:30,Delayed,12.11,0,0,3.8,16.42,9588.12,C0546,12,Ctr,East,True,1.0,1.0
DL00470,O00562,D004,V120,H08,2024-07-21 10:43:00,,OnTime,3.36,2,0,3.97,13.27,0.0,C0382,4,East,West,False,0.0,0.0
DL00471,O01049,D088,V068,H01,2025-10-17 08:34:00,2026-05-14 06:53:36,OnTime,17.09,1,0,4.21,16.47,5014.33,C0527,12,West,West,True,0.0,0.0
DL00472,O00042,D113,V046,H01,2025-12-01 19:10:00,2026-05-14 16:03:06,Delayed,10.28,0,0,3.59,5.13,3932.88,C0606,24,Riverside,Ctr,True,0.0,1.0
DL00473,O00180,D105,V071,H07,2024-12-29 08:17:00,,OnTime,14.15,7,0,4.01,6.22,0.0,C0615,24,Central,North,False,0.0,0.0
DL00474,O00067,D004,V017,H04,2025-02-25 03:48:00,2026-05-14 16:14:00,OnTime,2.66,0,0,4.36,9.21,10644.43,C0339,6,West,West,True,0.0,1.0
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,,OnTime,3.63,2,0,4.29,9.74,0.0,C0078,12,Central,South,False,1.0,1.0
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,,Delayed,15.93,1,0,4.07,10.87,0.0,C0412,4,Airport,North,False,0.0,1.0
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,,Delayed,25.16,1,0,4.04,23.03,0.0,C0650,4,Airport,Central,False,0.0,0.0
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,,Delayed,9.6,2,0,1.46,11.77,0.0,C0467,4,North,North,False,0.0,1.0
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,,Delayed,3.46,0,0,1.0,14.35,0.0,C0338,4,Ctr,North,False,0.0,1.0
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,,OnTime,24.44,0,0,4.53,8.9,0.0,C0515,24,Riverside,Central,False,0.0,0.0
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,,OnTime,16.16,1,0,3.89,22.66,0.0,C0612,6,South,Airport,False,0.0,1.0
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2026-05-14 22:41:12,Failed,11.35,1,1,2.32,18.23,4990.49,C0226,6,East,Riverside,True,0.0,0.0
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,,Delayed,8.41,0,1,4.57,9.29,0.0,C0126,4,Riverside,North,False,0.0,0.0
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,,OnTime,21.25,2,0,3.95,12.17,0.0,C0618,4,Airport,Riverside,False,1.0,0.0
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2026-05-14 22:24:12,OnTime,16.11,1,0,1.99,12.64,8179.24,C0544,2,North,Airport,True,0.0,0.0
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,,Failed,14.52,0,1,4.61,14.81,0.0,C0613,4,North,North,False,0.0,0.0
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2026-05-14 17:33:42,OnTime,12.36,0,0,4.26,12.09,13097.4,C0167,6,South,North,True,0.0,0.0
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2026-05-14 18:12:06,OnTime,3.33,0,0,4.04,10.75,4886.25,C0106,6,East,West,True,0.0,0.0
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,,OnTime,12.53,1,0,3.28,16.53,0.0,C0214,4,Riverside,Central,False,0.0,0.0
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,,Failed,1.65,1,0,4.24,10.31,0.0,C0021,4,East,Riverside,False,0.0,0.0
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,,OnTime,33.46,3,0,4.46,16.73,0.0,C0252,2,Airport,Airport,False,0.0,0.0
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,,Failed,9.55,0,0,1.99,9.2,0.0,C0524,4,North,Central,False,0.0,0.0
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,,OnTime,4.68,0,0,4.83,11.06,0.0,C0509,6,East,Airport,False,0.0,1.0
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,,OnTime,14.05,2,0,4.29,11.2,0.0,C0495,4,Ctr,South,False,0.0,0.0
